name,group,value
benzina,16,28.2
stand up comedy,1,45
spazio,3,45
universo,1,45
ferrara,1,45
medioevo,3,48.3
plastic free,1,45
sessualità,1,45
educazione sessuale,1,45
animali,5,35.4
consumi,3,45
salute mentale,4,39
agricoltura,12,29
stradivari,3,29
turismo sostenibile,4,35.5
riciclo,2,45
storia,23,23.5
milano,77,41.7
sustainable fashion,10,21
sustainable,6,45
sustainable living,5,29.4
plastica,4,39
microplastica,1,45
microplastiche,3,37
tiziano,2,50
guercino,1,45
corcos,1,45
brescia,12,33.5
palazzo martinengo,1,45
miele,1,45
pressione alta,1,45
crisi russia-ucraina,1,45
cultura,12,41
armi,3,45
vino,10,33
danza,5,30.6
calciomercato,284,32.0
solidarietà,4,45
carburanti,1,45
energia,7,34.7
fiume po,3,40.3
italy fun facts,6,25
amianto,2,45
morti sul lavoro,1,45
giardini,1,45
e-commerce,4,34
romanzi,1,45
montagna,14,28.1
press freedom,2,32
ebraismo,2,33
ebrei,1,45
ghetto,1,45
umbria,1,45
expo dubai,1,45
fuorisalone,3,48.3
lamborghini,3,28.3
lamborghini cars,2,32.5
documentari,2,47
musei,11,43.9
pistoia,1,45
coma,2,33
vita artificiale,1,45
accanimento terapeutico,1,45
asparagi,1,45
riso,2,45
recycle,6,30.8
cucina,3,29
cucina italiana,4,50
moda italiana,3,37
pancreas,1,45
tumore al pancreas,1,45
carburante,1,45
caro benzina,4,45
migranti,5,46.2
sbarchi,1,45
lampedusa,1,45
ecologista,1,45
aviaria,1,45
ucraina crisis,24,35.0
energia pulita,3,37
alta velocità,1,45
malnutrizione,2,45
make up,7,29.6
makeup addict,7,23.6
makeup artist,9,22.9
shoah,4,40
vaccino,10,40.7
vaccino covid,4,47.5
corea,1,45
opera,4,24.2
sea turtle,1,45
virus zika,1,45
corruzione,2,33
transparency report,1,45
vacanze 2022,1,45
miseo scienza,1,45
coltivazioni,1,45
sustainable development,10,26.3
riscaldamento,1,45
philipp dettmer,1,45
dolce,1,45
torta,1,45
torino,72,35.3
autismo,1,45
grafica,1,45
graphic design,8,23.1
mostre,5,51.8
asilo,1,45
ciclismo,177,38.3
medicina,7,34.7
pendolaria,1,45
guerra,19,49.3
notte rosa,1,45
matrimonio gay,2,50
diritti,2,50
camminare,2,33
scienza,13,37.6
primo maggio,4,45
cindy lauper,1,45
hate speech,3,36.7
san remo,4,45
rifiuti tessili,1,45
d&g,2,33
sicilia,4,41.5
minerali,1,45
house of dreams,1,45
houses,2,28.5
home design,1,45
integratori,3,45
rimedi naturali,3,40.3
parkinson desease,2,33
robotics,2,45
terremoto afghanistan,1,45
viabilità,1,45
rigenerazione urbana,1,45
prostata,1,45
regina elisabetta,3,51.7
giubileo regina elisabetta,1,45
latte,3,37
ghiacciai,1,45
ghiaccio perenne,1,45
orto,1,45
blackout,1,45
tumore e dieta,1,45
terapie tumore,1,45
aggressioni sanitari,1,45
burro,1,45
derby milano,2,47.5
inter,229,39.4
milan,219,37.9
whale,5,26.4
depressione,2,50
depressione giovanile,1,45
depressione pandemica,1,45
spagna,8,46.9
disoccupazione,1,45
west nile,1,45
migrazioni,2,45
asta,3,51.7
rettili,1,45
caffè,1,45
letture,1,45
festivalettetatura,1,45
mantova,1,45
pandemia,5,45
inquinamento,5,37.4
seno,1,45
pasqua,4,27
bergamo,8,27.8
celibato preti,1,45
priest,1,45
chiesa,2,45
milanesiana,4,27
liberazione,1,45
marmolada,2,45
tumore esofago,1,45
bollette,3,29
stangata,1,45
klimakrise,1,45
villa d’este,1,45
tumore al seno,6,41
festival di san remo,2,45
sophia loren,1,45
mostri giapponesi,1,45
territorio,3,29
discriminazione,2,33
razzismo,3,41.7
festival san remo,1,45
scalo milano,1,45
acmilan,35,26.1
sciopero,1,45
coltivazione,1,45
alzheimer,2,33
neonati,2,45
fame,3,48.3
raccolta fondi,1,45
covid therapy,1,45
bird flu,2,32.5
sparatoria texas,1,45
cardiopatici,1,45
onlus,2,35.5
peste suina,3,37
reni,2,33
rene,1,45
embargo,1,45
ansia,2,50
melanoma,1,45
ricerca,4,39
vino rosso,1,45
wine,14,24.5
italian wine,1,45
mountain,22,21.5
editoria,1,45
yemen civil war,4,34
yemeni children,3,37
nucleare,3,29
teatro sostenibile,1,45
festival latino,1,45
festival dei laghi lombardi,1,45
insetti,2,33
letteratura,2,45
chirurgia estetica,1,45
agriturismo,1,45
truffe online,1,45
po,1,45
israele,1,45
abbandono,2,33
burger vegetali,1,45
pelle,2,45
hospital,5,24.8
città,2,45
aria pulita,1,45
chianti,1,45
fibrosi,1,45
adozioni,1,45
fiat 500,1,45
tecnologia,4,34.2
robotica,1,45
terra,2,33
tivvù,1,45
pianeta,3,29
torte,1,45
rcrostata vegana,1,45
ricetta italiana,1,45
diversità,1,45
diritti umani,1,45
attività fisica,1,45
ginnastica,12,39.6
rc auto,1,45
nutella day,1,45
violenza,2,45
violenza domestica,2,33
violenza sessuale,2,33
tartufo,1,45
semina,1,45
pomodoro,2,45
ceramica,2,45
grottaglie,1,45
stelle,1,45
abitazioni,1,45
polietilene,1,45
ginecologia,1,45
pride milano 2022,1,45
annegamento,1,45
menopausa,2,45
transport security administration,1,45
trasporti,2,28.5
materie prime,1,45
dati istat,1,45
eterologa,1,45
missione,1,45
ghiacci,1,45
calotta polare,1,45
laura bassi rompighiaccio,1,45
velo,1,45
allevatori,1,45
partita,1,45
bagarini,1,45
campionato,2,45
green,24,28.1
terremoti,1,45
olimpiadi invernali,57,43.4
artigianato,1,45
smart houses,1,45
opera house,3,40.3
dovumentari,1,45
trapianti,1,45
raccolti,1,45
suolo,1,45
carcere,3,35.3
trasloco,1,45
benessere,3,37
somalia,1,45
fame nel mondo,2,45
quantistica,2,45
girlspower,1,45
antartide,1,45
cannabis,4,33
slovenia,5,33.2
piano,5,25.2
unghie,1,45
vegan food,3,37.7
veganism,122,20.5
vegan lifestyle,3,30.7
vegan diet,3,27
epatite,1,45
ovaia,1,45
tumore ovaie,2,45
corno d’africa,3,37
cesvi,1,45
clean energy,1,45
fusione nucleare,1,45
delfini,2,45
reumatologia,1,45
castel gandolfo,3,45
sustainably,1,45
caro vita,1,45
presidente della repubblica,1,45
freddo,1,45
giorni della merla,1,45
estinzione,1,45
urbano,1,45
futuro,1,45
luce,1,45
tendenze estate,1,45
alessandra amoroso,1,45
vitamine,1,45
vitamin c,3,30
nozze,2,50
scuola,3,29
cascate,1,45
cascata delle marmore,1,45
profumo,1,45
design student,1,45
giornata della memoria,1,45
infarto,1,45
gender gap,4,43.5
salary gap,1,45
residenza estiva papa,1,45
papa,2,45
oncologia,1,45
turismo equestre,1,45
lucca,1,45
inondazioni,1,45
wags,1,45
wags war,1,45
lady d,2,33
anoressia,1,45
green industry,7,36
costume,2,32.5
tumore al polmone,1,45
mondo,1,45
cancro,4,33
cancro al seno,2,45
limone,1,45
malattia,1,45
malattie croniche,1,45
bamboccioni,1,45
single life,1,45
glasses,2,32.5
aneurisma,1,45
salone del mobile milano,2,33
amref,1,45
fsme nel mondo,1,45
medicina estetica,1,45
lifting,1,45
staminali,1,45
salsa,1,45
coloraid,1,45
riqualificazione,2,47
aborto usa,2,33
concerti,5,38.2
giardini di ninfa,1,45
abbronzatura,1,45
equitazione,1,45
hippie,1,45
migranti climatici,1,45
passeggiate,2,47
gambe,1,45
scioperi,1,45
voli,1,45
piloti,1,45
periferia,1,45
milano periferia,1,45
tumore prostata,1,45
painter,5,24.6
rumore,1,45
inquinamento acustico,1,45
email invention,2,25
ray tomlinson,2,25
shiva ayyadurai,2,25
valley of flowers,1,25
sensex,2,22.5
nifty,2,22.5
stone cottages,1,25
squaretop mountain,1,25
manitou incline,1,25
carribean,1,25
kapu beach,1,25
homophobia,6,22.8
kates peak,2,25
hubble space telescope,1,25
hermanus,1,25
rysy mountain peak,1,25
british columbia,1,25
kates needle,1,25
nature provides only,1,25
litija,1,25
lake como,2,25
lindesnes lighthouse,1,25
majuli,4,22
river island,1,25
brahmputra,1,25
cobblestone alley,1,25
hangout places,2,22.5
ljotipollur crater,1,25
iceland,3,29
grüner see,1,25
cleveland,1,25
tenjuan garden,1,25
faroe islands,3,28.3
lake leitisvatn,1,25
lake above the ocean,1,25
great indian hornbill,1,25
bird species,1,25
wild photography,20,19.3
lake prags,1,25
solar eclipse,2,23
giza,1,25
zakynthos,1,25
oregon,1,25
south falls,1,25
pine forest,1,25
les eclaireurs,1,25
hornbill,1,25
green route trek,1,25
western ghats,1,25
mt assiniboine,2,25
gangotri,2,23
achintraid,1,25
scottish highlands,1,25
serena williams,18,32.3
hdhe,1,25
tokyo,7,19.1
east java,1,25
vineyard,1,25
canary islands,1,25
lake tahoe,1,25
sierra nevada,1,25
cliffs of moher,1,25
glacier national park,1,25
gorriti,1,25
uruguay,10,28.7
orange headed thrush,1,25
emerald lake,1,25
probiotics,2,25
diabetes and metabolism,2,25
gestational diabetes,1,25
diabetes type 2,2,25
diabetes and health,2,22
diabetes type 1,2,25
diabetes research,2,25
#science journal,1,25
bipolar disorder and depression,3,24.3
male infertility,2,23
type 2 diabetes,1,25
diabetes mellittus,1,25
metabolic syndrome,2,25
diabetes  type 1,1,25
italian cuisine,8,24.6
italian culture,3,29
italian,10,21.7
srinagar dairies,2,52
tulip garden kashmir,1,52
jktourism,2,52
traveller,8,29.1
wanderer ajay,10,52
kashmiri cuisine,7,26.6
uttarakhand series,1,52
dhari devi temple,1,52
rudraprayag,1,52
dhari devi mandir,1,52
chamoli,1,52
tehri garhwal,1,52
alakannda river,1,52
uttarakhand diaries,2,52
wandererajay,6,52
driving tips during snowfall,1,52
hill drive,1,52
kufri,1,52
driving tips,1,52
safe drive,1,52
saharanpur,1,52
mata shakambhari devi temple,1,52
shakambhari devi trip,1,52
dal lake house boat,2,52
dal lake srinagar,6,26.2
jk tourism,2,47
house boat,1,52
follow,8,26.4
follow for follow back,5,22.4
followmeplease,1,52
tikkar tal lake,2,52
morni,2,52
morni hills,4,52
tikkar tal morni hills,2,52
sissu,1,52
spiti valley,1,52
sissu valley,1,52
lahaul,1,52
lahaul spiti,1,52
lahaul spiti valley,1,52
manali to sissu valley,1,52
atal tunnel,1,52
atal tunnel manali,1,52
kullu manali trip,1,52
kullu manali trip 2022,1,52
himachal diaries,1,52
manali diaries,1,52
morni hills near chandigarh,3,52
morni hills tikkar tal,2,52
himalayan region,1,52
morni hills tikakar taal,2,52
chandigarh to morni hills,1,52
tenting in morni hills,1,52
camping in forest,1,52
sky cycling,1,52
adventure sports in morni hills,2,37
morni nature camp,1,52
resorts in morni hills,1,52
human flag,2,47
no electricity,1,47
weather picture,5,25.4
buddha purnima,1,47
dragon race,1,47
summer workshop,1,40
youtube ceo,2,22
youtube video,8,20.5
entertainments,44,22.1
entertainment comics,29,21.9
entertainment drama,25,21.8
entertainment website,23,21.9
motherland,10,21.7
mother nature,9,21.1
mother’s never off duty,10,21.4
mother child,7,21.4
indian forces,12,22.4
indian police,4,20.5
friend,6,23.3
friends reunion,11,20.4
friends sitcom,5,20.8
friends of the earth,2,22
friends of haiku stairs,2,22
friends love,6,21.3
bolivia,10,24.1
bolsonaro,4,22
interests,11,21.5
twitter's africa headquarters,1,22
twitter ban,1,22
twitter diplomacy,1,22
twitter viral,4,21.8
twitter edit button,3,25.7
e entertainment,1,22
doctors warriors,5,20.8
doctor confrence,5,20.8
doctor invention,5,20.8
doctors day,9,20.6
doctorwarriors,12,21.1
doctor warriors,5,20.8
yogai nspiration,7,25
yoga class,6,25.7
yoga instructor,6,25.7
yoga lifestyle,10,23.1
mumbai masala,1,22
bollywood masala,3,22
lovely,19,20.9
love the way i do not think that you are not in a way of being a good person to me properly,9,21
love jihad,3,25.7
lover,6,18
love you,7,22.3
pixstory x vega,24,20.8
bachanbirthdayonpixstory,1,22
saraalikhan,1,22
snapped,1,22
ootd,30,18.8
bollywood couple,1,22
khushi kapoor,1,22
newly wed,1,22
upcoming movie,1,22
promotion,3,25.3
film city,1,22
gossips,3,21.7
dead bodies,5,15.8
deadpool,2,21.5
dead,1,22
dead sea,1,22
deadly blast,1,22
dead poets society,2,21
deadly nightshade,3,24
dead silence,2,20.5
bollywood insider,1,22
birthday greetings,5,21.6
birthday greetings from indian leaders,4,22
birthday gifts,5,21.6
birthday surprise,5,21.6
birthday decorations,4,22
birthday present,5,21.6
ananya pandey,4,21
dharma productions,1,22
nora fatehi,3,21.3
ethnic,13,18.8
photo interests 25,8,26.5
photogra,2,22
"photography,james river",1,22
photoshoot,11,24.5
photography competition,4,22.2
t series,2,22
parineeti chopra,1,22
cool and comfy,1,22
badhai do,2,22
bhumi padnekar,3,21.3
rajkumar rao,5,19.2
movie screening,3,22
cinemacon,5,21.8
adventure sports,9,21.2
adventure tour,6,33.8
adventures,13,17.2
sky line,4,17.5
skyscape,9,19.4
sky news,1,22
sky brown,1,22
sky scape,1,22
skyfreedom,1,22
sky freedom,7,17.7
skywatcher,5,21
skydiving,2,22
poonam pandey,1,22
denim,5,24.6
lock upp,1,22
trailer launch,9,21.9
netflix india,1,22
rudra,1,22
ajay devgan,4,21
esha deol,1,22
vidya balan,3,21.7
picture,29,22.7
saree,9,19.8
polka dots,1,22
jalsa,3,22.7
b-town,1,22
lovers,6,20.7
babbi lahiri,3,22
rip,17,19.9
king of disco,2,22
gulal,1,22
daily dose,2,21
debut,2,19
bollywood update,2,22
pics,6,19.7
pics with tricks,2,22
photoshop,2,21
bots,1,22
gender neutral,2,22
dog boss,7,25.4
dogecoin,4,20
latest,48,24.0
latest draw,2,21
latest news,53,23.7
latest update,5,21
latest updates,3,20.7
latest releases,3,24.7
actor jisoo,2,19
actors on actors,3,22
actor siddanth kapoor detained in bengaluru for consuming drug.,2,21.5
gangubhai,1,22
promotions,3,22.7
yami gautam,3,21.3
spotted,1,22
#shahrukhkhan #shahrukkhan #srk #srkedits #srkfanclub #shahrukhkhanfans #nayanthara #nayantharaa #vi,4,16.5
wedding decor,3,20.7
wedding concepts,4,21
wedding age,4,20.5
wedding anniversary,3,20.7
wedding ceremony,6,22.7
wedding saris,3,20.7
wedding kashmir,4,21
wedding outfit,4,21
bipasha basu,5,20.4
karan singh grover,3,20.7
serials,1,22
bonds,4,20
awaited,1,22
icon,3,34.3
priyanka chopra,15,20.9
priyanka chopra turns 40,2,21.5
nick jonas,4,21.5
bolt,1,22
rhea chakraborty,2,21
lady in black,1,22
fan girl,3,21.3
shahrukh khan,11,19.1
poli,1,22
health,2,22
the law,1,22
"politics,",3,20.7
celebrity rights,2,21
celebrity culture,6,27
celebrity duet talks,3,20.7
deepika padukone,15,21.2
dhairya karwa,1,22
siddhant chaturvedi,2,20.5
prime video,10,24.6
raveena tandon,1,22
ravi tandon,1,22
daughter love,1,22
lovebirds,1,22
gupshup,1,22
katrinakaif,6,20.7
vicky kaushal,9,20.9
newlyweds,1,22
bandra,1,22
movies.,14,21.6
picnic,7,19.9
pictures,17,23.9
fan,4,20.8
fantasy,54,20.5
fans,14,24.6
fans love,2,21
fangirl,1,22
fan page,7,20
fantasia,1,22
fanlove,1,22
music producer,88,21.7
music art ppl,30,20.8
shipa shetty,2,21
akansha malhotra,1,22
dresses,9,22.2
dressing code,3,20.7
dress up,3,20.3
dressup,3,20
dress-up,3,20
hotsar,2,22
south indian movie,2,22
